timestamp,source,url,status,note
2025-11-21T11:26:28.074133,civil808,https://civil808.com/aboutus,stored,len=2711
2025-11-21T11:26:31.810755,civil808,https://civil808.com/landing/vip,stored,len=2686
2025-11-21T11:26:36.108937,civil808,https://civil808.com/landing/help,stored,len=1219
2025-11-21T11:26:40.139554,civil808,https://civil808.com/landing/members,skip,too_short_or_fail
2025-11-21T11:26:43.955124,civil808,https://civil808.com/page/2759/%D9%86%D9%82%D8%B4%D9%87-%D8%B3%D8%A7%DB%8C%D8%AA,skip,too_short_or_fail
2025-11-21T11:26:47.601206,iran_saze_forum,https://iransaze.com,error,fetch_failed
2025-11-21T11:26:50.847417,urbanity,https://urbanity.ir,stored,len=786
2025-11-21T11:27:05.391556,urbanity,https://urbanity.ir/wp-login.php,stored,len=1028
2025-11-21T11:27:16.133999,urbanity,https://urbanity.ir/wp-login.php?action=register,stored,len=1034
2025-11-21T11:27:24.024580,urbanity,https://urbanity.ir/hesab/?uap_aff_subtab=affiliate_link,skip,too_short_or_fail
2025-11-21T11:27:34.047811,urbanity,https://urbanity.ir/wp-login.php?action=lostpassword,stored,len=205
2025-11-21T11:27:44.107027,urbanity,https://urbanity.ir/my-account,skip,too_short_or_fail
2025-11-21T11:27:54.145771,urbanity,https://urbanity.ir/my-account/downloads,skip,too_short_or_fail
2025-11-21T11:28:05.146166,urbanity,https://urbanity.ir/my-account/orders,skip,too_short_or_fail
2025-11-21T11:28:17.284838,urbanity,https://urbanity.ir/my-account/edit-address,skip,too_short_or_fail
2025-11-21T11:28:29.375178,urbanity,https://urbanity.ir/my-account/edit-account,skip,too_short_or_fail
2025-11-21T11:28:41.478981,urbanity,https://urbanity.ir/my-account/tickets,skip,too_short_or_fail
2025-11-21T11:28:54.017273,urbanity,https://urbanity.ir/dashboard/orders,skip,too_short_or_fail
2025-11-21T11:28:58.569797,urbanity,https://urbanity.ir/category/tec/,skip,too_short_or_fail
2025-11-21T11:29:02.639524,urbanity,https://urbanity.ir/category/articles/cityrules/,skip,too_short_or_fail
2025-11-21T11:29:06.689582,urbanity,https://urbanity.ir/category/articles/urban-design/,skip,too_short_or_fail
2025-11-21T11:29:10.545983,design_plus,https://designplus.co,error,fetch_failed
2025-11-21T11:29:10.545983,bhrc,https://www.bhrc.ac.ir,skip,only_metadata
2025-11-21T11:29:10.546981,inbr,https://inbr.ir,skip,only_metadata
