timestamp,source,url,status,note
2025-11-21T11:24:32.563720,archline,https://archline.ir,stored,len=8983
2025-11-21T11:24:36.863917,archline,https://archline.ir/%d8%b4%d8%b1%da%a9%d8%aa-%d9%85%d8%b9%d9%85%d8%a7%d8%b1%db%8c-%d8%a2%d9%88%da%af%d9%88%d9%86/,stored,len=5043
2025-11-21T11:24:41.271178,archline,https://archline.ir/%d8%b4%d8%b1%da%a9%d8%aa-%d8%b7%d8%b1%d8%a7%d8%ad%db%8c-%d8%af%d8%a7%d8%ae%d9%84%db%8c-%d8%a2%d9%88%da%af%d9%88%d9%86/,stored,len=7631
2025-11-21T11:24:45.331411,archline,https://archline.ir/%d8%b7%d8%b1%d8%a7%d8%ad%db%8c-%d9%88%db%8c%d9%84%d8%a7/,stored,len=14153
2025-11-21T11:24:49.808828,archline,https://archline.ir/%d8%a7%d8%b1%d8%aa%d8%a8%d8%a7%d8%b7-%d8%a8%d8%a7-%d9%85%d8%a7/,stored,len=1739
2025-11-21T11:24:54.155907,archline,https://archline.ir/,stored,len=9014
2025-11-21T11:24:58.688413,archline,https://archline.ir/category/%d9%85%d8%b9%d9%85%d8%a7%d8%b1%db%8c/%d9%85%d8%b9%d9%85%d8%a7%d8%b1%d8%a7%d9%86-%d8%a7%db%8c%d8%b1%d8%a7%d9%86/,stored,len=9634
2025-11-21T11:25:03.213405,archline,https://archline.ir/category/%d9%85%d8%b9%d9%85%d8%a7%d8%b1%db%8c/,stored,len=8967
2025-11-21T11:25:07.708502,archline,https://archline.ir/tag/%D9%85%D8%B9%D9%85%D8%A7%D8%B1%DB%8C-%D8%B3%D8%A7%D8%AE%D8%AA%D9%85%D8%A7%D9%86-%D9%85%D8%B3%DA%A9%D9%88%D9%86%DB%8C/,stored,len=9460
2025-11-21T11:25:12.119077,archline,https://archline.ir/tag/%D9%85%D8%B9%D9%85%D8%A7%D8%B1%DB%8C-%D8%B3%D8%A7%D8%AE%D8%AA%D9%85%D8%A7%D9%86-%D8%A7%D8%AF%D8%A7%D8%B1%DB%8C/,stored,len=8716
2025-11-21T11:25:16.493909,archline,https://archline.ir/tag/%D9%85%D8%B9%D9%85%D8%A7%D8%B1%DB%8C-%D8%B3%D8%A7%D8%AE%D8%AA%D9%85%D8%A7%D9%86-%D8%AA%D8%AC%D8%A7%D8%B1%DB%8C/,stored,len=9011
2025-11-21T11:25:21.708727,archline,https://archline.ir/tag/%D9%85%D8%B9%D9%85%D8%A7%D8%B1%DB%8C-%D8%B3%D8%A7%D8%AE%D8%AA%D9%85%D8%A7%D9%86-%D9%81%D8%B1%D9%87%D9%86%DA%AF%DB%8C/,stored,len=9195
2025-11-21T11:25:26.147939,archline,https://archline.ir/tag/%d9%85%d8%b9%d9%85%d8%a7%d8%b1%db%8c-%d8%b3%d8%a7%d8%ae%d8%aa%d9%85%d8%a7%d9%86-%d8%a7%d9%82%d8%a7%d9%85%d8%aa%db%8c/,stored,len=7003
2025-11-21T11:25:30.754991,archline,https://archline.ir/tag/%d9%85%d8%b9%d9%85%d8%a7%d8%b1%db%8c-%d8%b3%d8%a7%d8%ae%d8%aa%d9%85%d8%a7%d9%86-%d9%88%d8%b1%d8%b2%d8%b4%db%8c/,stored,len=4895
2025-11-21T11:25:35.155227,archline,https://archline.ir/category/%d9%85%d8%b9%d9%85%d8%a7%d8%b1%db%8c/%d9%85%d8%b9%d9%85%d8%a7%d8%b1%db%8c-%d9%85%d8%b9%d8%a7%d8%b5%d8%b1-%d8%a7%db%8c%d8%b1%d8%a7%d9%86/,stored,len=10122
2025-11-21T11:25:38.853095,arel,https://areal.ir,error,fetch_failed
2025-11-21T11:25:38.957303,khatememar,https://khatememar.com,error,fetch_failed
2025-11-21T11:25:43.796285,civil808,https://civil808.com/user/login?destination=civil,skip,too_short_or_fail
2025-11-21T11:25:48.497473,civil808,https://civil808.com/user/register,skip,too_short_or_fail
2025-11-21T11:25:54.114552,civil808,https://civil808.com/user/password,skip,too_short_or_fail
2025-11-21T11:26:00.193299,civil808,https://civil808.com/,stored,len=1778
2025-11-21T11:26:04.074892,civil808,https://civil808.com/blog,stored,len=5285
2025-11-21T11:26:07.951378,civil808,https://civil808.com/%D8%AF%D8%B3%D8%AA%D9%87-%D8%A8%D9%86%D8%AF%DB%8C-%D9%88%D8%A8%D9%84%D8%A7%DA%AF/2181/%D9%85%D8%B7%D8%A7%D9%84%D8%A8-%D8%AA%D8%AD%D9%84%DB%8C%D9%84%DB%8C,stored,len=6535
2025-11-21T11:26:12.399873,civil808,https://civil808.com/%D8%AF%D8%B3%D8%AA%D9%87-%D8%A8%D9%86%D8%AF%DB%8C-%D9%88%D8%A8%D9%84%D8%A7%DA%AF/2180/%D8%A7%D8%B7%D9%84%D8%A7%D8%B9%DB%8C%D9%87-%D9%87%D8%A7,stored,len=4217
2025-11-21T11:26:16.389169,civil808,https://civil808.com/%D8%AF%D8%B3%D8%AA%D9%87-%D8%A8%D9%86%D8%AF%DB%8C-%D9%88%D8%A8%D9%84%D8%A7%DA%AF/2182/%D8%B3%DB%8C%D9%88%DB%8C%D9%84-808,stored,len=5871
2025-11-21T11:26:20.167973,civil808,https://civil808.com/%D8%AF%D8%B3%D8%AA%D9%87-%D8%A8%D9%86%D8%AF%DB%8C-%D9%88%D8%A8%D9%84%D8%A7%DA%AF/2179/%D8%AF%D9%84-%D9%86%D9%88%D8%B4%D8%AA%D9%87-%D9%87%D8%A7,stored,len=2246
2025-11-21T11:26:24.054037,civil808,https://civil808.com/%D8%AF%D8%B3%D8%AA%D9%87-%D8%A8%D9%86%D8%AF%DB%8C-%D9%88%D8%A8%D9%84%D8%A7%DA%AF/2178/%D8%AA%D8%AE%D9%81%DB%8C%D9%81-%D9%87%D8%A7,stored,len=1353
